,Home_Win
3079,1
3080,1
3081,1
3082,1
3083,1
3084,0
3085,1
3086,1
3087,0
3088,1
3089,1
3090,1
3091,1
3092,0
3093,1
3094,1
3095,0
3096,0
3097,1
3098,1
3099,0
3100,1
3101,1
3102,0
3103,1
3104,1
3105,1
3106,0
3107,1
3108,0
3109,1
3110,1
3111,1
3112,0
3113,1
3114,1
3115,1
3116,1
3117,0
3118,1
3119,1
3120,1
3121,0
3122,1
3123,1
3124,0
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
3131,0
3132,1
3133,1
3134,1
3135,1
3136,0
3137,1
3138,0
3139,1
3140,1
3141,1
3142,1
3143,1
3144,0
3145,1
3146,0
3147,1
3148,1
3149,0
3150,1
3151,0
3152,1
3153,1
3154,0
3155,1
3156,1
3157,1
3158,0
3159,1
3160,0
3161,0
3162,1
3163,1
3164,0
3165,1
3166,0
3167,1
3168,0
3169,1
3170,1
3171,0
3172,1
3173,1
3174,1
3175,1
3176,1
3178,0
3179,1
3180,0
3181,1
3182,0
3183,1
3184,1
3185,0
3186,1
3187,1
3188,0
3189,1
3190,1
3191,1
3192,1
3193,1
3194,0
3195,1
3196,1
3197,1
3198,1
3200,1
3201,1
3202,1
3203,0
3204,1
3205,1
3206,1
3207,0
3208,1
3209,1
3210,0
3211,1
3212,1
3213,1
3214,1
3215,0
3216,0
3217,1
3218,0
3219,0
3220,1
3221,0
3222,0
3223,1
3224,1
3225,1
3226,1
3227,0
3228,1
3229,1
3230,1
3231,1
3232,0
3233,1
3234,1
3235,0
3236,0
3237,1
3238,0
3239,1
3240,0
3241,0
3242,1
3243,1
3244,0
3245,1
3246,1
3247,1
3248,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,0
3259,1
3260,1
3262,1
3263,0
3264,1
3265,1
3266,1
3267,1
3268,0
3269,1
3270,0
3271,1
3272,0
3273,1
3274,0
3275,1
3276,0
3277,1
3278,0
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3286,1
3287,0
3288,1
3289,0
3290,0
3291,0
3292,0
3293,1
3294,1
3295,0
3296,1
3297,1
3298,0
3299,0
3300,1
3301,1
3302,0
3303,0
3304,1
3305,1
3306,1
3307,1
3308,1
3309,0
3310,1
3311,1
3312,0
3313,0
3314,1
3315,0
3316,1
3317,1
3318,0
3319,1
3320,0
3321,1
3322,1
3323,1
3324,0
3325,1
3326,1
3327,0
3328,1
3329,1
3330,1
3331,0
3332,0
3335,0
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3344,1
3345,1
3346,1
3347,0
3349,1
3350,1
3351,1
3352,0
3353,0
3354,1
3356,1
3357,1
3358,1
3359,1
3360,0
3361,1
3362,1
3363,0
3364,1
3365,1
3366,0
3367,1
3368,0
3369,1
3370,1
3371,1
3372,0
3373,1
3374,1
3375,1
3376,1
3377,1
3378,0
3379,1
3380,1
3381,0
3382,1
3383,0
3385,1
3386,0
3387,0
3388,0
3389,0
3390,0
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,0
3398,0
3399,1
3400,0
3401,1
3402,1
3403,0
3404,1
3405,1
3406,1
3407,1
3408,1
3409,1
3410,0
3412,0
3413,1
3414,1
3415,0
3416,1
3417,0
3418,1
3419,1
3420,1
3421,0
3422,0
3423,1
3424,0
3425,0
3426,1
3427,0
3428,1
3429,0
3431,1
3432,1
3433,0
3434,0
3435,0
3436,1
3437,0
3438,1
3439,1
3440,0
3441,1
3442,0
3443,0
3444,0
3445,1
3446,1
3447,0
3448,1
3449,0
3450,0
3451,1
3452,0
3453,1
3454,0
3455,1
3456,1
3457,0
3458,0
3459,0
3460,1
3461,0
3462,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,0
3470,1
3471,1
3472,1
3473,1
3474,0
3475,0
3476,0
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,0
3485,1
3486,1
3488,1
3489,1
3490,1
3491,1
3492,0
3493,1
3494,1
3495,0
3496,1
3497,1
3498,1
3499,1
3500,1
3501,0
3502,1
3503,1
3504,1
3505,1
3506,1
3507,0
3508,1
3509,1
3510,1
3511,1
3512,1
3514,1
3515,0
3516,0
3517,1
3518,0
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3529,0
3530,0
3531,1
3532,0
3533,1
3534,1
3535,1
3536,1
3538,0
3539,0
3540,0
3541,0
3542,1
3543,1
3544,0
3545,1
3546,0
3547,0
3548,0
3549,0
3550,1
3551,0
3552,0
3553,0
3554,1
3555,0
3556,0
3557,1
3558,1
3559,1
3560,0
3561,1
3562,0
3563,0
3564,1
3565,1
3566,0
3567,0
3568,0
3569,1
3570,0
3572,1
3573,1
3574,1
3576,0
3577,1
3578,0
3579,0
3580,1
3581,0
3582,1
3583,1
3584,0
3585,1
3586,1
3587,1
3588,1
3590,0
3591,1
3594,0
3595,0
3596,1
3597,1
3598,1
3599,0
3600,1
3601,1
3602,0
3603,0
3604,1
3605,1
3606,0
3607,1
3608,1
3609,0
3610,1
3611,1
3612,1
3613,0
3614,1
3615,1
3616,1
3617,1
3618,0
3619,0
3620,1
3621,1
3622,0
3623,1
3624,0
3625,1
3626,1
3627,1
3628,0
3629,1
3630,1
3631,1
3632,0
3633,0
3634,1
3635,1
3636,1
3637,1
3638,0
3639,1
3640,1
3641,0
3642,1
3643,0
3644,1
3645,1
3646,0
3647,0
3648,1
3649,1
3650,0
3651,0
3653,1
3654,1
3655,1
3656,1
3657,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,0
3665,1
3666,0
3667,1
3668,0
3669,1
3670,0
3671,1
3672,1
3673,1
3674,0
3675,1
3676,0
3678,1
3679,1
3680,0
3681,1
3682,0
3683,1
3684,0
3685,0
3686,1
3687,0
3688,0
3689,1
3690,1
3691,1
3692,0
3693,1
3694,1
3695,1
3696,0
3697,1
3698,1
3699,1
3700,0
3701,0
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,1
3709,1
3710,0
3711,1
3712,1
3713,0
3714,0
3715,1
3716,0
3717,1
3718,0
3719,1
3720,1
3721,0
3722,1
3723,0
3724,1
3725,0
3726,1
3727,1
3728,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,0
3737,0
3738,1
3739,0
3740,0
3741,1
3742,1
3743,1
3744,0
3745,0
3746,1
3747,1
3748,1
3749,0
3750,0
3751,1
3752,0
3753,1
3754,0
3755,0
3756,1
3757,1
3758,0
3759,1
3760,1
3761,0
3762,1
3763,0
3764,1
3765,1
3766,1
3767,0
3768,1
3769,1
3770,1
3771,0
3772,1
3773,0
3774,0
3775,0
3776,1
3777,1
3778,0
3779,1
3780,1
3781,1
3782,0
3783,1
3784,1
3785,0
3786,1
3787,0
3788,1
3789,0
3790,1
3791,1
3792,0
3793,1
3794,1
3795,1
3796,1
3797,1
3798,1
3799,0
3800,1
3801,0
3802,1
3803,0
3804,1
3805,1
3806,0
3807,1
3808,1
3809,0
3810,0
3811,0
3812,1
3813,0
3814,1
3815,1
3816,0
3817,1
3818,1
3819,0
3820,1
3821,1
3822,0
3823,1
3824,0
3825,1
3826,1
3827,1
3828,0
3829,0
3830,1
3831,1
3832,1
3833,1
3834,0
3835,0
3836,0
3837,1
3838,0
3839,1
3840,0
3841,0
3842,1
3843,1
3844,0
3845,0
3846,1
3847,1
3848,0
3849,0
3850,0
3851,1
3852,1
3853,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,0
3862,0
3863,1
3864,0
3865,0
3866,1
3867,0
3868,1
3869,1
3870,1
3872,0
3873,1
3874,0
3875,1
3876,1
3877,1
3878,0
3879,0
3880,1
3881,0
3882,1
3883,0
3884,0
3885,1
3886,1
3887,0
3888,1
3889,1
3890,0
3891,1
3892,1
3893,1
3894,1
3895,1
3896,0
3897,1
3898,0
3899,1
3900,0
3901,0
3903,1
3904,1
3905,1
3906,1
3907,1
3908,1
3910,0
3911,0
3912,0
3913,1
3914,1
3915,1
3916,1
3917,0
3918,1
3919,0
3920,1
3921,1
3922,1
3923,1
3924,0
3925,0
3926,1
3927,1
3929,1
3930,1
3931,1
3932,1
3933,0
3934,0
3935,1
3936,0
3937,1
3938,1
3939,0
3940,1
3941,1
3942,1
3943,0
3944,1
3945,1
3946,1
3947,1
3948,1
3949,0
3950,0
3951,1
3952,0
3953,1
3954,0
3955,1
3956,1
3957,1
3958,0
3959,0
3960,0
3961,1
3962,1
3964,0
3965,1
3966,1
3967,1
3968,1
3969,0
3970,0
3971,1
3972,0
3973,1
3974,0
3975,0
3976,1
3977,1
3978,0
3979,0
3980,1
3981,1
3982,1
3983,1
3984,1
3985,0
3986,1
3987,1
3988,1
3989,0
3990,1
3991,1
3992,1
3993,0
3994,1
3995,1
3996,1
3997,1
3998,1
4001,1
4002,0
4003,0
4004,1
4005,0
4006,0
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,1
4015,0
4016,1
4017,0
4018,0
4019,0
4020,1
4021,0
4022,1
4023,1
4024,0
4025,0
4027,1
4028,1
4029,1
4030,0
4031,1
4032,1
4033,1
4034,0
4035,1
4036,1
4037,0
4038,0
4040,1
4041,1
4042,1
4043,1
4044,0
4045,1
4046,0
4047,1
4048,1
4049,1
4050,0
4051,1
4052,1
4053,1
4054,1
4055,0
4057,1
4058,0
4059,1
4060,0
4061,0
4062,1
4063,1
4064,0
4065,1
4066,1
4067,1
4068,1
4069,1
4070,0
4071,0
4072,1
4073,0
4074,1
4075,0
4076,1
4077,0
4079,1
4080,0
4081,1
4082,0
4083,1
4084,1
4085,1
4086,0
4087,1
4088,1
4089,1
4090,0
4091,1
4092,1
4093,0
4094,1
4095,0
4097,0
4098,1
4099,1
4100,0
4101,1
4102,1
4103,1
4104,0
4105,0
4106,1
4107,1
4108,1
4109,1
4110,0
4111,1
4113,1
4114,1
4115,0
4116,1
4117,0
4118,0
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,0
4134,1
4136,1
4137,1
4139,1
4140,1
4141,0
4142,1
4144,1
4145,1
4146,1
4147,0
4148,1
4149,1
4151,1
4152,1
4153,1
4154,0
4156,1
4157,0
4158,1
4159,1
4160,0
4161,0
4162,1
4163,1
4164,0
4166,0
4167,1
4168,1
4169,0
4170,0
4171,1
4173,0
4174,0
4175,1
4176,1
4177,0
4178,0
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,0
4188,0
4189,1
4190,0
4192,1
4193,1
4194,0
4195,1
4196,0
4197,0
4200,1
4201,0
4202,1
4203,0
4204,1
4205,1
4206,0
4207,0
4208,1
4209,1
4210,1
4211,0
4212,1
4213,0
4214,1
4215,1
4217,1
4218,1
4219,1
4220,1
4221,1
4222,1
4223,1
4225,0
4226,1
4227,1
4228,0
4229,0
4230,1
4231,0
4232,1
4233,1
4234,1
4235,0
4236,0
4237,0
4238,1
4239,1
4241,0
4242,1
4243,0
4244,1
4245,1
4246,0
4247,1
4248,1
4249,1
4250,0
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,0
4259,1
4260,1
4261,1
4262,1
4264,0
4265,0
4266,1
4267,1
4268,0
4269,1
4270,0
4271,1
4272,1
4273,0
4274,1
4275,1
4276,1
4277,0
4278,0
4279,0
4280,0
4281,1
4282,1
4283,1
4284,1
4285,0
4286,1
4287,0
4288,0
4289,1
4290,0
4291,1
4292,1
4293,0
4294,1
4295,0
4296,1
4297,1
4298,0
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,0
4306,0
4307,1
4308,1
4309,1
4310,1
4311,1
4312,0
4313,1
4314,1
4316,1
4317,1
4318,1
4319,1
4320,0
4321,1
4322,1
4323,0
4324,0
4325,1
4326,1
4327,0
4328,1
4329,0
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,0
4337,1
4338,1
4339,1
4340,0
4341,0
4342,0
4343,1
4344,1
4345,0
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,0
4354,1
4355,0
4356,1
4357,1
4358,1
4359,1
4360,1
4361,1
4362,0
4363,1
4364,0
4365,1
4366,0
4367,1
4368,1
4369,1
4370,0
4371,1
4372,0
4373,0
4374,0
4375,0
4376,1
4377,1
4378,0
4379,1
4380,1
4381,1
4382,1
4383,1
4384,1
4385,0
4386,1
4387,1
4388,1
4389,0
4391,1
4392,0
4393,0
4394,1
4395,1
4396,0
4397,1
4398,1
4401,1
4402,0
4403,0
4404,0
4405,0
4406,1
4407,1
4408,0
4409,1
4410,1
4411,1
4412,1
4413,0
4414,0
4415,1
4416,1
4417,1
4418,1
4419,1
4420,0
4421,1
4422,1
4423,0
4424,1
4425,0
4426,1
4427,0
4428,1
4429,1
4430,0
4431,1
4432,1
4433,0
4435,1
4436,0
4437,1
4438,0
4439,1
4440,0
4441,1
4442,0
4443,0
4444,1
4445,1
4446,0
4447,1
4448,1
4449,0
4450,1
4451,0
4452,0
4453,1
4454,0
4455,1
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4462,1
4463,0
4464,0
4465,1
4466,1
4467,0
4468,1
4469,1
4470,1
4471,0
4472,1
4473,1
4474,0
4475,0
4476,0
4477,0
4478,1
4479,1
4480,1
4481,1
4482,0
4483,1
4484,1
4485,1
4486,1
4487,0
4488,1
4489,0
4490,0
4491,1
4492,1
4493,1
4494,0
4495,1
4496,1
4497,0
4498,1
4499,1
4500,1
4501,0
4502,1
4503,1
4504,1
4505,1
4507,1
4508,1
4509,0
4510,1
4511,0
4512,1
4513,0
4514,1
4515,0
4516,0
4517,1
4518,1
4519,1
4520,0
4521,1
4522,0
4523,0
4524,1
4525,1
4527,0
4528,1
4529,0
4530,0
4531,1
4532,1
4533,1
4534,0
4535,1
4536,0
4537,1
4538,0
4539,1
4540,0
4541,1
4542,0
4543,1
4544,1
4545,0
4546,0
4547,1
4548,0
4549,0
4550,1
4551,0
4552,0
4553,1
4554,1
4555,0
4556,1
4557,1
4558,1
4559,1
4560,1
4561,1
4562,0
4563,1
4564,1
4565,1
4566,0
4567,0
4568,1
4569,1
4570,1
4571,1
4573,1
4574,1
4575,1
4577,1
4578,0
4579,0
4580,1
4581,1
4582,1
4583,1
4584,1
4585,0
4586,1
4587,1
4588,0
4589,1
4590,0
4591,1
4592,0
4593,1
4594,0
4595,1
4596,1
4597,0
4598,1
4599,0
4600,1
4602,1
4603,1
4604,1
4605,1
4606,1
4608,0
4609,0
4610,1
4611,1
4612,0
4613,1
4614,1
4615,1
4616,1
4617,1
4618,1
4619,0
4620,0
4621,1
4622,0
4623,0
4624,1
4625,0
4626,1
4627,1
4628,1
4629,1
4631,1
4632,0
4633,1
4637,1
4638,1
4639,0
4640,1
4641,0
4642,1
4643,1
4644,0
4645,1
4646,1
4647,1
4648,1
4649,1
4650,1
4651,1
4652,0
4653,1
4654,0
4655,1
4656,1
4657,1
4658,1
4660,0
4661,1
4662,0
4663,1
4664,1
4665,1
4666,0
4667,0
4668,1
4669,0
4670,1
4671,1
4672,1
4673,1
4674,0
4675,1
4676,0
4677,0
4678,1
4679,1
4680,1
4681,1
4682,0
4683,1
4684,1
4686,0
4687,1
4688,1
4689,0
4690,1
4691,1
4693,1
4694,1
4695,0
4696,1
4697,0
4698,0
4699,1
4700,0
4701,0
4702,1
4703,0
4704,0
4705,1
4706,1
4707,0
4708,0
4709,1
4710,1
4711,1
4712,0
4713,1
4714,1
4715,0
4716,0
4717,0
4718,0
4719,1
4720,0
4721,1
4722,0
4723,1
4724,1
4725,1
4726,0
4727,1
4728,1
4730,1
4731,1
4732,0
4733,1
4734,0
4735,1
4736,1
4737,0
4738,1
4739,1
4740,1
4741,0
4742,1
4743,1
4744,0
4745,1
4746,0
4747,1
4748,1
4749,1
4750,1
4751,0
4752,0
4753,1
4754,1
4755,0
4756,1
4757,0
4758,1
4759,0
4760,1
4761,0
4762,1
4763,0
4764,1
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,1
4772,1
4773,0
4774,0
4775,0
4776,1
4777,0
4778,1
4779,0
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,0
4787,1
4788,0
4789,1
4790,0
4791,1
4792,1
4793,1
4794,1
4795,1
4796,0
4797,1
4799,0
4800,1
4801,0
4802,0
4803,1
4804,1
4805,1
4807,1
4808,0
4809,1
4810,1
4811,1
4812,0
4813,1
4814,0
4815,1
4816,1
4817,1
4818,0
4819,1
4820,1
4821,1
4822,0
4823,1
4825,1
4826,1
4827,1
4828,0
4829,0
4830,1
4831,1
4832,0
4833,0
4834,0
4835,1
4836,1
4839,1
4840,1
4841,0
4842,0
4843,1
4844,0
4845,1
4846,1
4847,1
4848,0
4849,1
4850,1
4851,1
4852,1
4853,0
4854,1
4855,0
4857,0
4858,1
4860,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,0
4869,1
4870,1
4871,0
4872,0
4873,1
4875,0
4876,0
4877,0
4878,1
4879,1
4880,0
4881,1
4882,0
4883,1
4884,1
4885,0
4886,1
4887,0
4888,1
4889,0
4890,0
4891,1
4892,1
4893,1
4894,0
4895,1
4896,1
4897,1
4899,0
4900,0
4901,1
4902,0
4903,0
4904,1
4905,1
4906,1
4907,0
4908,0
4909,1
4910,1
4911,0
4912,1
4913,1
4915,1
4916,1
4917,1
4918,0
4919,1
4920,1
4921,1
4922,0
4923,1
4924,1
4925,1
4926,1
4927,0
4928,1
4929,0
4930,1
4931,1
4932,1
4933,0
4936,1
4937,0
4939,1
4940,0
4941,1
4942,0
4943,1
4945,1
4946,0
4947,1
4948,1
4949,0
4950,1
4951,0
4952,1
4953,1
4955,1
4956,1
4957,0
4958,1
4959,1
4960,1
4961,1
4962,0
4963,1
4965,1
4966,1
4967,1
4968,1
4969,0
4980,1
4981,1
4982,1
4983,1
4984,1
4985,0
4987,0
4988,1
4990,0
4991,0
4992,0
4993,1
4994,1
4995,1
4996,1
4997,1
4998,1
4999,1
5000,1
5001,1
5002,0
5003,1
5004,1
5005,1
5006,1
5007,0
5008,1
5009,1
5010,1
5012,0
5013,1
5014,0
5015,1
5016,0
5017,0
5018,0
5019,1
5020,0
5021,1
5022,0
5024,0
5025,1
5026,0
5027,1
5028,0
5029,1
5031,0
5032,0
5033,1
5034,1
5035,1
5036,0
5037,1
5038,0
5039,1
5040,0
5041,1
5042,0
5043,1
5044,1
5045,0
5046,0
5047,1
5048,0
5049,1
5050,1
5051,1
5052,1
5053,0
5054,1
5055,1
5056,1
5057,0
5058,0
5059,1
5060,0
5061,0
5062,1
5063,1
5064,1
5065,1
5066,1
5068,0
5069,1
5070,1
5071,1
5072,0
5073,0
5074,0
5075,1
5076,1
5077,1
5079,0
5081,1
5082,1
5083,0
5084,1
5085,1
5086,1
5088,1
5089,0
5090,1
5092,1
5093,1
5094,0
5095,0
5096,1
5097,1
5098,0
5099,1
5100,1
5101,0
5102,0
5103,1
5104,0
5105,0
5106,1
5107,0
5108,0
5109,1
5110,0
5111,0
5112,1
5113,1
5118,1
5119,0
5120,0
5122,0
5123,1
5124,0
5125,1
5126,0
5127,0
5128,1
5129,0
5130,1
5131,0
5132,1
5133,1
5134,1
5135,1
5136,1
5137,0
5138,1
5139,0
5140,1
5142,1
5143,1
5144,0
5145,1
5146,1
5147,1
5148,1
5149,0
5150,1
5151,1
5152,1
5153,0
5154,1
5155,1
5156,1
5157,1
5158,0
5159,0
5160,1
5162,1
5165,1
5167,1
5168,0
5170,0
5171,0
5172,1
5173,1
5174,0
5175,1
5176,0
5177,1
5182,1
5183,1
5184,0
5185,0
5186,1
5187,0
5188,0
5189,0
5190,0
5191,1
5192,1
5193,1
5194,1
5195,0
5198,0
5199,1
5200,1
5201,1
5203,1
5204,0
5205,1
5206,1
5207,0
5208,1
5209,0
5210,1
5211,1
5212,1
5213,0
5214,1
5215,0
5216,1
5217,1
5218,0
5219,1
5220,1
5221,1
5222,1
5223,0
5224,1
5226,1
5227,0
5228,0
5229,1
5230,1
5231,1
5232,0
5233,1
5234,0
5235,0
5236,1
5237,1
5239,1
5240,0
5241,1
5242,1
5243,1
5244,1
5245,1
5246,0
5247,1
5248,1
5249,1
5250,1
5251,1
5252,0
5253,1
5254,1
5255,0
5256,1
5257,1
5258,1
5259,1
5260,0
5261,1
5262,0
5263,0
5266,0
5267,1
5268,1
5270,1
5271,1
5272,1
5273,0
5274,1
5278,1
5279,1
5280,1
5284,1
5285,0
5286,1
5287,1
5288,1
5289,0
5290,0
5291,1
5292,1
5293,0
5294,1
5295,1
5296,1
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,0
5307,1
5308,0
5309,1
5310,1
5311,1
5312,1
5313,1
5315,1
5316,1
5317,1
5318,1
5319,1
5320,1
5322,0
5323,0
5324,1
5325,1
5326,0
5327,0
5328,1
5329,1
5330,0
5331,0
5332,1
5333,1
5334,0
5335,1
5336,1
5337,1
5338,0
5340,1
5341,0
5342,0
5343,0
5345,1
5346,0
5347,1
5348,1
5349,1
5350,1
5351,1
5352,0
5353,1
5354,1
5355,0
5356,1
5357,1
5358,0
5359,1
5361,0
5365,0
5366,0
5367,1
5368,0
5369,1
5370,1
5371,1
5372,1
5373,0
5374,0
5375,0
5376,1
5377,1
5378,0
5379,1
5380,0
5381,1
5383,1
5384,1
5385,0
5386,1
5388,1
5389,0
5390,0
5391,1
5392,0
5393,1
5394,0
5395,1
5396,0
5397,1
5398,0
5401,0
5402,1
5403,0
5405,1
5406,0
5407,0
5408,0
5409,0
5410,1
5411,1
5413,0
5414,0
5415,0
5417,0
5418,1
5419,1
5420,0
5422,1
5423,1
5424,0
5425,0
5427,1
5428,0
5429,1
5430,1
5431,1
5432,1
5434,1
5435,1
5436,1
5437,1
5438,0
5439,1
5440,0
5441,1
5442,1
5443,1
5444,1
5445,0
5446,0
5447,1
5448,1
5449,0
5451,0
5452,0
5454,1
5455,0
5456,1
5457,0
5458,1
5459,0
5460,1
5461,1
5462,1
5463,0
5464,1
5465,1
5466,1
5467,1
5468,1
5469,0
5470,0
5471,1
5472,0
5473,0
5474,1
5475,1
5476,0
5477,1
5478,1
5479,0
5480,0
5481,1
5482,0
5483,1
5484,1
5485,0
5486,1
5487,0
5488,0
5489,0
5513,0
5514,1
5515,0
5516,1
5517,1
5519,1
5520,1
5521,1
5523,0
5524,1
5525,0
5526,0
5527,0
5528,1
5529,0
5530,1
5531,1
5532,1
5533,0
5534,0
5535,0
5536,1
5537,1
5538,0
5539,0
5540,1
5541,1
5542,1
5543,1
5544,0
5545,1
5546,1
5547,1
5548,0
5549,0
5550,1
5551,0
5552,0
5553,1
5554,1
5555,1
5556,0
5557,0
5558,1
5559,1
5560,1
5561,0
5562,1
5563,0
5564,1
5565,0
5566,0
5567,1
5568,1
5569,0
5570,1
5571,0
5572,1
5573,1
5574,0
5575,0
5576,1
5577,0
5578,0
5579,0
5580,1
5581,0
5582,1
5583,0
5584,1
5585,1
5586,1
5587,0
5588,1
5589,1
5591,1
5592,1
5593,1
5594,0
5596,0
5597,1
5598,1
5599,1
5600,0
5601,1
5602,0
5603,1
5604,1
5605,1
5606,0
5607,1
5608,0
5609,0
5610,1
5611,1
5612,0
5613,1
5614,1
5615,1
5616,1
5618,0
5619,1
5621,1
5622,1
5623,1
5624,0
5625,1
5626,1
5628,1
5629,1
5630,0
5631,0
5632,0
5633,1
5634,0
5635,1
5636,1
5637,0
5638,0
5639,0
5640,1
5641,0
5642,0
5643,0
5644,0
5645,0
5646,1
5647,0
5648,1
5649,1
5650,0
5651,1
5652,0
5653,0
5654,0
5655,1
5656,0
5657,0
5658,1
5659,1
5660,0
5661,1
5662,1
5663,0
5664,1
5665,1
5666,0
5667,1
5670,1
5671,1
5672,0
5673,0
5674,0
5675,1
5676,0
5677,1
5678,0
5679,0
5680,1
5681,0
5682,1
5683,1
5684,1
5685,0
5686,1
5687,0
5688,0
5689,0
5690,0
5691,1
5692,0
5693,0
5694,0
5695,1
5696,0
5697,0
5698,1
5699,1
5700,1
5701,1
5702,1
5703,0
5705,0
5706,1
5707,1
5708,0
5710,1
5711,1
5712,1
5713,0
5714,1
5715,1
5716,0
5717,0
5718,0
5719,1
5720,1
5721,1
5722,1
5724,0
5725,1
5726,0
5727,1
5728,0
5729,1
5730,1
5731,0
5732,0
5733,1
5734,0
5735,1
5736,0
5737,1
5738,0
5739,1
5740,1
5741,1
5742,0
5743,0
5744,1
5745,1
5748,0
5749,1
5751,1
5752,1
5753,0
5754,1
5755,1
5757,0
5758,1
5759,1
5760,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,1
5770,1
5771,1
5772,1
5773,0
5774,1
5776,1
5777,0
5778,0
5779,1
5780,1
5781,0
5782,0
5783,1
5784,1
5785,1
5786,0
5787,1
5788,0
5789,1
5790,0
5791,1
5792,1
5793,1
5794,0
5795,1
5796,1
5798,1
5799,1
5800,1
5801,1
5802,1
5803,0
5804,0
5805,1
5806,1
5807,0
5808,0
5809,1
5810,1
5811,1
5812,1
5813,0
5814,1
5815,1
5816,1
5817,1
5818,1
5819,0
5820,1
5821,1
5822,1
5823,0
5824,1
5825,0
5826,1
5827,0
5828,0
5829,0
5830,1
5832,1
5833,1
5834,0
5835,1
5846,1
5847,1
5848,0
5849,1
5850,0
5851,1
5852,1
5853,0
5854,1
5855,0
5856,1
5857,0
5858,1
5859,1
5860,0
5861,1
5862,1
5863,1
5864,1
5865,0
5866,1
5867,0
5868,1
5870,0
5871,0
5872,1
5873,0
5874,1
5875,1
5876,0
5877,1
5878,1
5879,0
5880,1
5881,1
5883,1
5884,1
5885,0
5886,1
5890,1
5891,1
5892,0
5893,0
5894,1
5895,0
5896,1
5897,1
5898,1
5899,1
5900,0
5901,0
5902,0
5904,1
5905,0
5906,1
5907,1
5908,0
5909,1
5910,1
5911,1
5912,1
5913,1
5914,0
5915,1
5916,1
5917,1
5918,0
5919,1
5920,1
5921,0
5922,1
5923,1
5925,0
5926,1
5927,1
5928,1
5929,1
5930,0
5931,0
5932,0
5933,1
5934,1
5935,1
5938,1
5939,1
5940,1
5942,1
5943,1
5945,1
5946,1
5947,1
5948,1
5949,1
5951,1
5952,0
5953,0
5954,1
5955,1
5956,0
5957,1
5959,0
5960,0
5961,1
5962,0
5963,0
5964,1
5965,0
5966,1
5967,1
5968,0
5969,1
5970,1
5971,1
5972,1
5973,0
5974,1
5975,0
5976,0
5977,1
5978,0
5979,1
5980,0
5981,1
5982,1
5984,1
5985,0
5986,0
5987,1
5988,0
5989,1
5990,1
5991,1
5992,1
5993,1
5994,1
5995,1
5996,1
5997,0
5998,1
5999,1
6000,0
6001,0
6002,0
6003,1
6004,0
6005,1
6006,0
6007,0
6008,1
6009,0
6011,1
6012,0
6014,1
6015,1
6016,0
6018,1
6019,0
6020,1
6021,0
6022,1
6023,0
6024,1
6025,1
6026,0
6027,1
6028,1
6029,1
6030,1
6032,1
6033,0
6034,0
6035,1
6036,1
6038,1
6039,1
6040,1
6041,0
6042,0
6043,0
6044,1
6045,1
6046,1
6047,1
6048,1
6049,1
6051,0
6052,1
6053,1
6054,0
6055,0
6056,0
6059,1
6060,0
6061,1
6062,0
6063,1
6064,1
6065,1
6066,1
6067,1
6068,1
6069,0
6070,1
6071,0
6072,0
6073,1
6074,0
6075,1
6076,0
6077,1
6078,0
6079,1
6080,0
6081,0
6082,1
6083,1
6084,1
6085,0
6086,1
6087,1
6088,0
6089,0
6090,1
6091,1
6092,0
6093,0
6094,0
6095,1
6096,1
6097,1
6098,0
6099,1
6100,1
6101,1
6102,0
6103,0
6104,0
6105,1
6106,1
6107,0
6108,0
6109,0
6110,1
6111,1
6112,1
